Genre,Cleaned_Plot
horror,"in  four texan teenagers jenny sean heather and barry attend their senior prom jenny and sean take some photos before they head back to barrys car to smoke marijuana heather storms out of the dance after having discovered barry cheating on her with another girl she attempts to drive away in his car with jenny and sean but barry catches up to them and they leave the dance the group argue over barrys recent behavior such as cheating on heather and abandoning his friendship with sean for more popular friends heather takes a detour off the highway which takes them into a remote wooded area where they get into an accident with another vehicle while the four teens are fine the other motorist passes out in the ensuing confusion
jenny decides to search for help with barry and heather accompanying her while sean stays behind to watch over the unconscious motorist jenny heather and barry eventually come to a rural real estate office occupied by a trashy woman named darla who calls her tow trucker boyfriend vilmer to the sight of the wreck the three leave the office and begin to make their way back to the sight of the accident but become separated in the process
meanwhile vilmer shows up to the sight of the wreck and murders the motorist by breaking his neck before chasing sean in his truck heather and barry come to a derelict house in the woods and the couple are confronted by we and leatherface we holds barry at gunpoint while heather is attacked on the front porch by leatherface who chases her inside the house before stuffing her in a meat locker barry locks we out of the house and goes to use the restroom but discovers human remains and is bludgeoned to death by leatherface with a sledgehammer heather is then impaled on a meat hook by leatherface
jenny now on her own makes her way back to the wreck where she is picked up by vilmer he taunts her before forcing her to look at the corpses of sean and the injured motorist jenny leaps out of the truck and runs for the woods where leatherface attacks her with a chainsaw a chase ensues and jenny runs towards the farmhouse where she locks leatherface outside she takes shelter upstairs and discovers the preserved corpse of a texas ranger jenny takes his pistol and goes to confront leatherface who has forced his way into the house she fires the pistol frightening leatherface who subsequently chases her upstairs jenny jumps out of a window and onto the roof to escape him she climbs up a television antenna before leaping onto a clothesline to escape but leatherface snaps the cord sending jenny plummeting through the roof of the sawyers greenhouse
leatherface chases jenny through the woods back to darlas office where she seeks refuge however we arrives and beats jenny with an electric cattle prod before tying her up and putting her in darlas trunk darla goes to pick up some pizzas for dinner before returning to the house where jenny and heather who is barely still alive are tortured by the family
eventually vilmer knocks jenny unconscious when she attempts to escape in darlas car she later awakens at a dinner table redressed in a skimpy evening gown surrounded by the sawyer family including their supercentenarian grandfather and a transvestite leatherface vilmer reveals that leatherface plans to use jennys face to make a new mask of human flesh she attempts to leave but is stopped by vilmer who lights heather on fire before a mysterious man named rothman arrives he angrily berates vilmer for keeping jenny alive for so long as leatherface restrains jenny rothman reveals an array of scarring and piercings and licks her face rothman leaves and vilmer crushes heathers skull with his cybernetic leg killing her vilmer begins to sob and mutilate himself and the whole family erupts into chaos jenny takes the opportunity to escape again but vilmer captures and restrains her while leatherface attempts to decapitate her with his chainsaw
jenny grabs the remote which controls vilmers leg brace distracting him long enough for her to escape the house vilmer orders leatherface to chase after jenny who makes it to the road she attempts to flag down an elderly couple in an rv while leatherface appears and attacks again the elderly couple pull jenny into the rv but vilmer appears in his truck with leatherface and they run the rv off the road causing a turn over jenny emerges from the wrecked rv unharmed and vilmer and leatherface chase after her an airplane swoops down overhead with one of the wheels slicing vilmers skull killing him jenny watches as leatherface screams in agony over vilmers death
a limousine appears to help jenny and she quickly jumps in the backseat she discovers rothman inside and attempts to exit the car but he assures her that he does not plan to do her any harm stating that the whole ordeal was meant to be a spiritual experience which went horribly awry sometime later jenny is left at a hospital where she is questioned by a police officer she becomes distracted by the sight of a catatonic patient being wheeled by on a gurney the film ends as leatherface dances wildly in the road with his chainsaw in grief and frustration over vilmers death"
action,siddhu sudheer a naughty easy going guy falls in love with indu asmita sood but indu is the sister of cherry ranadheer who keeps on protecting his sister from others eyes but on the other hand cherry he loves anjali poonam kaur the sisterinlaw of a dangerous man bujji aka shankar ajay how things move among these people how siddhu plays with shankar forms the main story
action,"the uss forrestal an aircraft carrier on station in the eastern mediterranean sea receives a mayday from a cargo ship the ship reports that they have been attacked are on fire and adrift a deployed navy sh helicopter attempts to rescue the crew but is downed by a gunboat and the aircrew is captured
meanwhile a squad of united states navy seals charlie sheen michael biehn dennis haysbert rick rossovich cyril oreilly bill paxton and paul sanchez are recovering from a bachelor party graham haysbert is to be married but the wedding is canceled at the last minute when the whole team is paged to rescue the captured aircrew
in the mediterranean the leader of the terrorists that shot at the navy helicopter ben shaheed nicholas kadi orders the execution of the hostages one crewmember is executed on the spot and another is beaten up but the seal team arrives just in time to prevent any further executions responding to a suspicious noise hawkins sheen breaks silence when he encounters shaheed in an adjoining room inadvertently alerting the terrorists shaheed claims to be an egyptian sailor also being held by the terrorists and is left by the seals as the seals evacuate the hostages from the area hawkins and graham stumble across a warehouse containing stinger missiles hawkins attempts to return to the warehouse to destroy the missiles only to be ordered by curran biehn to proceed with extraction
on board an aircraft carrier later that night the individual team members are debriefed by naval intelligence currans decision to leave the stinger missiles behind is questioned but curran retorts that his primary mission was to rescue the aircrew and that naval intelligence did not do their job properly meanwhile hawkins is highly agitated by the mission and has trouble dealing with the emotional upheaval the mission provided curran tries to calm him down but is rebuffed by hawkins
at the pentagon shaheed is seen in a video interview the joint chiefs of staff identify shaheed and his organization the al shudadah they also identify the interviewer as claire varrens joanne whalleykilmer a journalist and author who is half lebanese her questioning of shaheed yields an admission that he and his group participated in the bombing of the marine barracks in lebanon in  shaheed admits the complicity freely saying they only sought revenge for the bombing of their homes by navy ships and warplanes the joint chiefs are briefed on the recent mission and curran requests permission to destroy the stingers but navy intelligence has learned they have already been relocated the seals are ordered on rr and enjoy a game of golf curran brooding over the previous mission reads a book authored by varrens during the golf outing graham convinces his fiancée s epatha merkerson to try to finish the wedding again regardless of the hazards of grahams job
the team receives their orders for the next mission naval intelligence has heard that the stinger missiles are on board a merchant ship the latanya off the coast of syria the seals deploy from a submerged submarine the uss nyack and successfully board the ship neutralizing two disguised gunmen only to find out from an eod team that the missiles are not on board after all
frustrated by the recent unreliable intelligence curran solicits varrenss cooperation curran takes claire on a tour of navy seal training and attempts to woo the journalist over an elegant dinner claire is initially wary but opens up to curran after learning that a stinger has been used to shoot down a peace delegation in lebanon claire provides pictures of men she has encountered who may possibly provide information that may lead the seals to the location of the missiles while trying to identify possible contacts claire tells curran and hawkins that one of her contacts is missing most likely having been kidnapped by the israelis inspired by this and an outburst by hawkins curran presents the idea of kidnapping a potential informant to his superiors who subsequently recommend the proposal at a national security council meeting a cia executive at the meeting identifies one of the targets as a known cia informant who could be coopted if taken into custody on that basis the seals are authorized to bring him in
the seals infiltrate the area by performing a halo jump and swimming to shore curran leads several of the team inside a house to secure the informant while hawkins ramos and graham remain outside when ramos is pinned down by patrolling militia hawkins disobeys currans order to stay quiet and instigates a firefight although hawkins finally succeeds in killing the militiamen graham is killed during the firefight
curran reluctantly informs grahams fiancée of his death and a funeral with full military honors is held after the wake the men drown their sorrows at a pizza bar hawkins gives a toast to graham for being the best friend a guy could have curran scolds hawkins for his carelessness that caused grahams death later claire arrives at currans houseboat to find a still grieving curran leafing to a night of intimacy curran quietly leaves the next morning with claire in bed
the seals are deployed to beirut this time to meet a local resistance fighter who will guide them to the building containing the stingers although dane paxton is killed while attempting to set up a sniping overwatch position the seals do locate the stingers in an old school building in a heavilybombed area of the city curran leads leary rossovich and rexer oreilly inside the building to destroy the missiles while hawkins and ramos maintain overwatch outside hawkins shoots a local gunman questioning him alerting the terrorists leaving the building curran gets shot in the abdomen and thigh curran is pinned down near the building door and orders hawkins to destroy the building regardless of currans being in the blast radius hawkins disobeys the order and rescues curran while the other seals provide suppressing fire before the building is finally destroyed the seals commandeer a car and attempt to exfiltrate from the city while evading pursuit by an enemy btr with a machine gun the automobile is eventually hit by gunfire and rexer killed by a stray bullet to the head leary using a recovered stinger missile launcher manages to destroy the apc and the four remaining seals escape to the beach
shaheed steals a boat from a pierside fisherman and follows the seals across the water he spots currans body floating in the sea as he attempts to pull the body from the water he is attacked by the seals and in an underwater fight hawkins kills shaheed the other seals take out the remaining topside terrorists and destroy the small boat with the mission finally accomplished the designated exfiltration submarine surfaces recovering the seals"
drama,robinson plays the ruthless boss of a criminal gang willing to do anything to prevent a rival gangster from pulling off a bank robbery on his patch
action,"in macau criminal tong heungtung of the hunan gang who bombed the hong kong police headquarters was being send back to hong kong by kowloon octb inspectors lee holung and lo mo during the process the police van was ambushed by the hunan gang who helped tong escape lee chased the gang all the way past the mainland border and arrested them causing mass destruction which maddened his superior officer chan
complaints against police unit inspector lau kwokwah is lees good friend during one night while lau lo mo lee his wife and daughters were dining lees informant miss chung came for help one of the hunan gang member wai used chung to lure lee out to seek revenge for his brothers when lee made it to chungs house he fought with wais henchmen before being knocked out by wai chung was also knocked and pretended to be unconscious and heard everything the gang said after she got up she left her house but the gang chased her and she mistakenly thought that she killed one of the henchmen wai and his gang brought lee to the pier and brutally beat him before making him drunk and having him drive himself into the ocean killing him
the next morning lees wife may gave birth to a baby boy and was saddened when she heard of her husbands death when she retrieved lees belongings at the police station lau told chan that lees death was suspicious which chan refused to believe lau and lo mo decided to investigate lees death and first tries to find lees informant chung they saw chung crashing out of a nightclub and was harassed by narcotic officers before lau went to the rescue lau and lo mo took chung to a restaurant where chung escaped just as expected by the two she went to her grandmothers house where the hunan gang attempted to kill them by burning the house lau and lo mo came to rescue them lau took chung to the police station where she told chan that she saw wai and his gang taking lee which chan still refused to believe chan had his own inefficient ways to arrest the hunan gang and refused to let lau interfere
angered lau decided to take this case in his own hands lau also allowed chung to stay in his house since she had nowhere to stay there chung agreed to help lau find the head of the hunan gang squid chiu when he jokingly threatened her that he would use her as bait to catch the hunan gang chung took lau to see a lowlife triad al to help them get squid chiu to cooperate with lau when al refuses lau revealed that he used als name to call chiu and would either frame him for drug possession or that he betrayed chiu al agrees to help when chiu arrived and told him about lau posing as the son of a jewelry store wanting him to rob his store afterwards lau rewarded al with what al thought was cocaine but was actually laundry detergent
when chiu wanted to take a look at laus jewelry store lau asked lo mo for help to have his future father inlaw to lend him his store when lo mos girlfriend told them that his father would not be at the store if a girl could take him out they thought of a plan to have chung to go out with him
chung who was addicted to drugs took a cocaine cigarette before leaving the house lau then threw her cigarettes down the toilet before leaving with her and encountered a traffic jam as a result they ran and made it to the store just on time when chungs addiction came while at the store lo mo quickly got some methadone for her before she proceeded to leave with lo mos father inlaw and chiu arrived right after
at home lau scolded chung telling her that she almost foiled his plan and to stop using drugs while chung blamed him for throwing her cigarettes away at night chung cried and told lau that it was not easy to quit drugs with no support lau then promised chung that after avenging lee he would take her to a quiet place in lantau island and help her quit it
the next day lau gave a call to chiu who wanted hk before staging the robbery lo mo went to chan for help who refused to do so when chung told them that a taiwanese drug dealer was coming to hong kong the next day lau thought of a plan to rob him at first the timid lo mo was reluctant to join before lau told him that lee treated him as a best friend and advised him to do it for avenging his friend to which lo mo finally agreed to help
at the airport lau disguised with a mustache and sunglasses kidnapped the drug dealer when lo mo and chung came to pick them up with a van and drove away while being chased by the police while lau was forcing the drug dealer out of the car as they fought lo mo accidentally revealed that they were police officers they finally got his money and left while the police were firing at them
at the octb headquarters chan told his subordinates that yesterday interpol agent chan kwokchiu who was working undercover as the taiwanese drug dealer was robbed and suspected it was done by the police the interpol agent described one of them as an overweight man of  pounds and every  pound police officer in hong kong would be going to the interpol headquarter for identification lo mo told lau and chung about this and tried have him lose  pounds in one day by working out all day but obviously failed to do so later they suggested that him to speak cantonese with a false chiuchow accent
at the interpol headquarters lo mo successfully tricked the police by faking the accent before he was caught speaking accurate cantonese they called him in once again for identification before he was freed to go although they were suspicious of him
later lau brought the hk to chiu at night while lau was typing a report on the case chung came out and asked him why he was not sleeping yet lau then gave chung a large sum of money telling her to go to lantau island alone if the case was going to go on longer she refused the money and they later go to a bar and had a drink where chung sang a song to lau expressing her love to him and they later kissed outside
the next day lau brought chung to the harbour to send her off to lantau island then lo mo came and drove lau to the store where he would observe the robbers lau told lo mo to inform chan about the robbery before pm lo mo attempted to tell chan about this but he was at a meeting while lau was inside his car two beat cops thought he was parking illegally before he revealed his identity to them and told them to leave when chans meeting was finally over interpol superintendent lai wanted to arrest lo mo while he was still talking to chan lo mo asked him to listen before having him arrested outside the jewelry store chung took a taxi back and wanted to help lau there the hunan gang led by wai arrived chung told lau that wai captured lee at the night of his death the hunan gang then proceeded to rob the store but the police has not arrive yet lau asked the two beat cops for help later a big chase and gunfight occurred where lau killed several gang members and wai killed one of the beat cops lau and one of the beat cops chased wai and two gang members as chung followed taking the gun of the dead beat cop and during the process lau killed another gang member later they end up at the top of a building where lau shot another gang member and wai killed the other beat cop as they were shooting at each other they ran out of bullets after each making a shot then they fought to get the dead beat cops loaded gun where wai triumphed and chung arrived holding a gun behind wai however the gang member that lau shot came back up attempting to attack chung when she turned around and shot him while at the same time wai shot her as well lau and wai were engaged in a fight when the police arrived at the store lau delivered a final kick to wai before lo mo and the police arrived when the police arrest him wai took a gun from a policeman and killed him while lau took lo mos gun and shot wai multiple times killing him lau later went over to see chung who is fatally wounded chung told lau that there had not been anyone who cared for her that much like him and she cannot quit drugs without him she then died at laus arms afterwards lau and lo mo were arrested for robbing chan kwokchiu at the airport"
action,"john henry irons shaquille oneal is a weapons designer who invents hightech laser guns protective armor and sonic sound cannons for the united states military one soldier nathaniel burke judd nelson decides to show just what irons weapons can do and sets one of irons sonic cannons at the highest power setting firing the device at an abandoned building however the weapon backfires and destroys the building the team is situated in irons partner susan sparky sparks annabeth gish is crushed by a large slab of concrete in the ensuing chaos in court irons reveals burkes role in the incident and burke is dismissed from the military because his weapons resulted in sparks becoming a paraplegic irons resigns in disgust meanwhile burke hatches a plot to sell irons weapons to criminal gangs recruiting a video arcade manager to help him carry out this deed
irons witnesses a bank robbery organized by gang members wielding burkes modified guns they escape before he can interrogate them on where they obtained the weapons the gang does not tell irons anything when confronted directly in their hideout irons visits sparks in a veterans hospital and takes her to his own assembled laboratory where he hopes he and sparks can create weapons needed to combat the criminals with the help of uncle joe richard roundtree they forge a suit of armor and the weaponry necessary for irons to carry out his war on crime and become the vigilante steel however during his crusade against crime irons is pursued by the cops and is forced to return to his lair the next night the robbers arrange to rob another bank irons as steel tries to stop them but is hindered by the robbers weapons when irons returns to his grandmothers irma p hall house he is arrested
meanwhile burke prepares to auction off all his modified weapons to every criminal organization in the world over the internet when irons is released from jail sparky is captured by burkes thugs irons as steel attempts to infiltrate burkes headquarters but is captured himself in the process when burke continues with the auction he is tricked by steel which allows him and sparks to rebel and destroy burkes lair burke himself is killed when a laser he fires towards steel reflects back towards him due to steels suit after this steel sparky joe and martin ray j escape burkes lair
the following day col david charles napier talks to actor arnold schwarzenegger actually irons via voice changer about steel and the events on what happened the day before and offers him to help before realising it is actually irons who he is talking to and after that irons declines davids offer
in the grand opening of her restaurant irons grandmother tells him about steel and then tells joe that everyone would be proud of his heroism after sparky shows the new modifications of her wheelchair that allows her to walk irons smiles and hugs her"
action,when lala niranjanmal dies his two children daughter aruna aruna devi and son are cheated out of their inheritance by the fraudulent trustees they incriminate aruna in a crime for which she has to go to jail while her brother drifts away penniless and out of his mind on release from jail aruna has vengeance on her mind and she becomes the fearful deccan queen the police are quickly after her and police inspector suresh surendra is put in charge to apprehend her vrinda aruna devi works for an insurance company and meets suresh they both fall in love it is soon realised that vrinda and deccan queen resemble each other deccan queen takes advantage of this after several action scenes and the kidnapping of vrinda by aruna things are sorted out when suresh helps the deccan queen reveal the dishonest trustees
action,"the film opens in thailand with antonio serrano nick mancuso a mafia drug distributor visiting longtime associate kinman tau tzi ma a drug kingpin serrano is having troubles and wants them to work together but his request is not reciprocated
turned off from politics after witnessing the death of his father at tiananmen square in china los angeles art student jake lo brandon lee is lured to a party of chinese prodemocracy activists while there he witnesses serrano killing party sponsor carl chang michael paul chan who was an associate of tau when serrano and his men attempt to kill jake he swiftly disarms them using martial arts techniques jake is placed under protective custody by federal agents who coerce him into coming to chicago and testifying against serrano
when the agents at the safe house are revealed to be corrupt jake escapes through the window and encounters a young police detective named karla withers kate hodge with whom he develops an immediate bond withers partner lieutenant mace ryan powers boothe helps jake evade his pursuers and reveals that he had been pursuing tau for  years
jake is persuaded by ryan to help him exploit serranos fbi ties and obtain information about taus next shipment though the sting operation is successful jake is nearly killed in a barrage of gunfire and assaults ryan after he reveals his involvement wasnt necessary later that night jake and karla begin a romance and have sex in her apartment while ryan and his team lead a raid at the revealed location of the next shipment taus laundry factory both the lovemaking and the events of the raid are shown alternately as they occur in actual time culminating with serrano being murdered in his cell by one of taus henchman
jake ryan and withers subsequently team up to bring down tau once more though ryan and withers are captured by taus men jake rescues them and eventually kills tau at a train platform he and karla then evacuate ryan from the burning factory and ride to the hospital together in an ambulance"
comedy,"the film begins by showing the beindorfs janet jamie lee curtis ned kevin pollak grover kyle howard and stacy amy sakasitz a supposedly happy family living a typical family life in the suburbs of defiance ohio it is revealed that janet and ned are not happy and in fact separating although they tell their children it is not a divorce grover and stacy first try to recreate their parents honeymoon in the basement but this fails to bring any happiness into their relationship the children then leave the basement telling their parents they must get another surprise for them upstairs they go up close the door and nail it shut they vow to keep it so until their parents work out their problems
the next day grover tells his best friend matt finley mooky arizona what he has done and tj krupp russel harper the wealthy local bully overhears the conversation matt goes over to the beindorfs house to look at the childrens work and is impressed tj shows up to have a look and actually installs a newer more secure door to keep the parents trapped he and matt then leave to collect their parents and bring them to the beindorfs house to lock them up as well matts father vic wallace shawn never keeps a wife for more than two years and tjs father donald christopher mcdonald does not treat his wife gwenna sheila mccarthy well matt also brings his bulldog cosmo and two younger brothers teddy and jimmy who come armed with sleeping bags and tj brings his boa constrictor spot when grover asks what is going on in response to his friends setting up camp at his house tj replies with our parents could be down there for months
janet and ned almost talk grover into letting them all out but donald whos an attorney threatens him with legal action grover finds out that his dream girl brooke figler jennifer love hewitt is also having parental problems her mother cindy jennifer tilly acts like a teenager going so far as to trying to hang out with brookes friends grover invites her to lock cindy up with the rest of the parents the children begin to help their parents solve their problems they try to find a way out of the basement while getting along and seeing what each of their problems are the children also work out their differences with each other above they eventually give in and up to the police and their parents are set free it is revealed at the end that ned and janet reconciled and took a second honeymoon to hawaii vic and louises marriage lasted past the twoyear mark and they are expecting another child donald and gwenna got divorced though she later went back to law school and they opened up a law firm together cindy started dating other men instead of intruding on brookes dates also grover and brooke became boyfriend and girlfriend and she passionately kisses him in front of their classmates at school for a very long time causing a slightly awkward moment for the bystanders however he concluded if his parents ever try to get divorced again he might think of locking them in the attic"
action,"suryam nandamuri balakrishna is a physical director in a local college and lives with his mother varalakshmi raadhika a widow the college in which suryam work belongs to an industrialist called sudarshan rao charan raj sudarshan rao is the brotherinlaw of the business magnate rajagaru krishnam raju rajagaru has two sons anand brahmaji and ashok ravi babu
sudarshan rao has a son srikanth srihari and a daughter surekha sakshi shivanand surekha is a student in the college satya ramya krishna works as a junior pd physical director in the same college suryam and surekha used to have regular fights after a few days they fall in love satya too loves suryam
when they visit khajuraho on a college tour satya implicates suryam that he tried to rape her after a couple of scenes we come to know that sudarshan rao inducted satya into the college to malign the image of suryam so that his daughter surekha hates suryam in that process later on we come to know that satya is the daughter of a conspirator giri babu she is asked to play the trick on suryam in order to save her ailing father sudarshan rao agrees for the marriage of suryam and surekha but he wants to know why the mother of suryam is appearing as a widow even though her husband is alive suryam caught unawares with this question as he is not aware that his father is alive
later on suryam comes to know that rajagaru is his father suryams mother used to work as a maid in rajagarus house when rajagaru gets involved in a murder of a thief she takes up the responsibility and gets ready to go to the jail moved by the unconditional sacrifice done by his maid rajagaru married his maid sudarshan rao the brotherinlaw of raja makes sure that the maid is thrown out of the house by doing manipulations the maid comes out of the house and raises her kid suryam after knowing the flashback suryam decides to go back to his father and win his laurels and thereby set the house right"
horror,"africanamerican photographer chris washington reluctantly agrees to meet the family of his white girlfriend rose armitage during their drive to the familys countryside estate they hit a deer and report the incident the white policeman asks for chriss identification even though he was not driving but rose intervenes and the incident goes unrecorded
at the house roses parents neurosurgeon dean and hypnotherapist missy and her brother jeremy make discomfiting comments about black people chris witnesses strange behavior from the estates black workers housekeeper georgina and groundskeeper walter
unable to sleep chris goes outside to smoke and sees walter sprinting through the grounds while georgina prowls the house missy talks chris into a hypnotherapy session ostensibly to cure his smoking addiction in a trance he recounts the death of his mother in a hitandrun when he was a child about which he feels guilty and sinks into a void missy calls the sunken place he awakens believing he had a nightmare but realizes cigarettes now revolt him walter confirms that chris was in missys office georgina unplugs his phone draining his battery though she claims it was an accident
dozens of wealthy white people arrive for the armitages annual gettogether they take an interest in chris admiring his physique or expressing admiration for black figures such as tiger woods jim hudson a blind art dealer takes particular interest in chriss photography skills chris meets another black man logan king who acts strangely and is married to a much older white woman
chris calls his friend black tsa agent rod williams about the hypnosis and the strange behavior at the house chris tries to inconspicuously photograph logan with his phone to send to rod but his flash goes off logan becomes hysterical yelling at chris to get out the others restrain him and dean claims logan had an epileptic seizure away from the house chris persuades rose that they should leave while dean holds an auction with a photo of chris which jim hudson wins chris sends the photo of logan to rod rod recognizes logan as andre hayworth who has been missing for months suspecting a conspiracy rod goes to the police but they deride him
while he packs to leave chris finds photos of rose in prior relationships with black men contradicting her claim that chris is her first black boyfriend the collection also includes pictures of rose with walter and georgina chris is blocked from leaving the estate by the armitage family including rose he tries to attack jeremy but missy hypnotizes him into unconsciousness he awakens strapped to a chair in the basement a video presentation featuring roses grandfather roman explains that the family transplants the brains of white people into black bodies the consciousness of the host remains in the sunken place watching but powerless hudson tells chris he wants his body so he can gain chriss sight and artistic talents
chris plugs his ears with cotton stuffing pulled from the chair blocking the hypnosis when jeremy comes to collect him for the surgery chris bludgeons him with a croquet ball and impales dean on the antlers of a deer mount after fatally stabbing missy and beating jeremy to death he drives away in jeremys car but hits georgina remembering his own mothers death he carries georgina into the car but she is possessed by roses grandmother marianne she attacks him and he crashes killing her an armed rose apprehends him with walter possessed by roman chris awakens walter with his phone flash walter takes roses rifle and shoots her and then himself rose wounded attempts to shoot chris chris begins to strangle her but stops rod arrives in a tsa car and rescues chris"
horror,"in japan a young girl nicknamed gorgeous kimiko ikegami has plans for a summer vacation with her father saho sasazawa who had been in italy scoring film music her father returns home and surprises gorgeous by announcing she has a new stepmother ryoko ema haruko wanibuchi this upsets gorgeous as her mother had died eight years earlier gorgeous goes to her bedroom and writes a letter to her aunt asking if she could come visit her this summer instead gorgeous aunt replies and allows her to come visit gorgeous invites her six friends prof ai matsubara melody eriko tanaka kung fu miki jinbo mac mieko sato sweet masayo miyako and fantasy kumiko oba to come along with her on arriving at the aunts house the girls are greeted by gorgeous aunt yōko minamida to whom they present a watermelon
after a tour of the home the girls leave the watermelon in a well to keep it cold mac later goes to retrieve the watermelon and does not return when fantasy goes to retrieve the watermelon from the well she finds macs head which flies in the air and bites fantasys buttocks before she escapes the other girls also begin to encounter other supernatural traps throughout the house the aunt disappears after entering the broken refrigerator and the girls are attacked or possessed by a series of items in the house such as gorgeous becoming possessed after using her aunts mirror and sweet disappearing after being attacked by mattresses these attacks cause the girls to try to escape the house as soon as gorgeous walks out the door the rest of the girls find themselves locked in the girls try to find the aunt to unlock the door but only find macs severed hand in a jar melody begins to play the piano to keep the girls spirits up as the girls hear gorgeous singing upstairs as prof and kung fu go to investigate melodys fingers are bitten off by the piano and it ultimately eats her whole
upstairs in the house kung fu and prof find gorgeous wearing a bridal gown who then reveals her aunts diary to them kung fu follows gorgeous as she leaves the room only to find sweets body trapped in a grandfather clock panicdriven the remaining girls barricade the upper part of the house while prof fantasy and kung fu read the aunts diary they are interrupted by the giantsized head of gorgeous gorgeous reveals that her aunt died many years ago waiting for her fiancée to return from world war ii and that her spirit remains eating unmarried girls who arrive at her home the three girls are then attacked by household items prof shouts to kung fu to attack the aunts cat blanche as kung fu lunges into a flying kick she is eaten by a possessed light fixture kung fus legs manage to escape and attack the painting of blanche on the wall the attacked blanche portrait spurts blood causing the room to flood prof tries to read the diary to solve the problem but is pulled under the blood by a monster jar fantasy sees gorgeous in the bridal gown and paddles towards her gorgeous appears as her aunt in the reflection in the blood and then cradles fantasy in the morning ryoko arrives at the house and finds gorgeous in a classic kimono gorgeous tells ryoko that her friends will wake up soon and that they will be hungry she then shakes hands with ryoko and burns her away to nothing"
drama,"ron cat catlan once led the new orleans saints to a championship something the reallife saints wouldnt experience until super bowl xliv in the  nfl season after fifteen years in pro football he tries to compensate for his failing skills with booze and an extramarital affair youre not even worth the price of a ticket anymore a fan yells at him after cat refuses her an autograph
friend and teammate richie fowler bruce dern offers cat a job with his autoleasing company and a management position in the computer industry is also on the table but catlan hesitates insisting he can still lead the squad to future glory the associate with the computer firm warns him not to put off making a decision there are a lot of kids coming out of college cat and theyre smart kids a year from now i might not be able to offer you a job driving the company truck
things are no better at home for catlan his longsuffering wife julie jessica walter threatens to leave him after too many boozefueled outrages and late nights with other women she begins to drift away into her own life leading cat to an abortive affair with ann diana muldaur
cat finally begs julie to stay saying everything will be alright after he leads the saints to another title in the end though catlan is crushed in a violent sack by a dallas cowboys player seemingly ending his football career julie can be seen leaving the stadium apparently unconcerned with her husbands condition"
action,"holland is a former cia assassin who lives quietly and peacefully on a west indies island he is persuaded out of retirement by the death of jorge hidalgo a friend and dissident journalist hidalgo was murdered by clement molloch a welsh doctor who lives in guatemala molloch has made a science of the practice of torture and sells his knowledge and skills to any government that can pay his price
holland is hired by hector lomelin a professor and friend of hidalgo he poses as a family man and is accompanied to guatemala by hidalgos widow rhiana and daughter sarah"
horror,"sweeney todd tod slaughter is a barber with a shop near the docks of london one day as the mercantile ship the golden hope readies to leave todd watches johanna oakley eve lister and mark ingerstreet bruce seton they are in love but mark is shipping out and laments hes a poor man unable to win the approval of johannas father governor oakley d j williams nearby johannas servant nan davina craig asks marks fellow sailor pearley jerry verno to buy her various luxury goods while hes away pearley points out he hasnt the money to buy them simultaneously todd watches all his potential customers and thinks of the money he can make
back at the barbershop todd has been sent a new apprentice the orphan tobias ragg john singer next door is a meat pie shop run my mrs lovatt stella rho she has a large cellar that connects to todds in addition to being a barber todd buys a share of oakleys shipping company and hopes to marry johanna
using his charm todd lures wealthy respectable customers from the docks into his barbershop at fleet street where he sits them in a special barbers chair before shaving a man he always sends tobias to mrs lovatts for a meat pie when todd pulls a lever the chair flips over and dumps the unsuspecting victim headfirst into the basement mrs lovatt then disposes of the bodies for a share of the stolen money she is however increasingly annoyed with todd for robbing the bodies preemptively and taking more than his share of the money
the golden hope returns to london with mark a newly wealthy man todd lures him into his barbershop mark foolishly talks about his love for johanna and shows off his new riches todd sends mark down the chute but mrs lovatt quickly hides him in a cupboard when todd comes down he is surprised to see that the body is gone however he isnt worried because he already took marks fortune and is sure that young man is poor once again and wont be allowed to marry johanna mrs lovatt secretly helps mark escape
vowing to bring todd to justice a disguised mark returns to the barbershop he sends tobias to tell johanna where he is todd fails to recognized mark and while he gets ready to shave his new customer pearley sneaks into mrs lovatts cellar todd pulls the lever but mark expects the chair to flip and holds on tight pearley helps him down safely and they leave the same way mark originally escaped
todd is angry to find another victim missing and accuses mrs lovatt of letting him escape she admits to having let mark go before
todd readies himself to go on the run he puts together his collection of stolen goods and begins stacking up hay and wooden furniture in the basement johanna comes to his door worried that mark has been captured and harmed todd knocks her unconscious puts her in a closet sets the building on fire and then leaves
nan informs mark and pearley that johanna went to todds shop they hurry to save her
as the barbershop burns down and a crowd gathers around todd watches from a nearby alleyway when mark go inside to save johanna todd follows and attempts to slash his throat mark manages to knock todd unconscious and gets out with johanna on the street johanna and mark kiss beside them lies todds bag of riches in the alleyway
todd regains consciousness as he attempts to escape his special chair flips him into the fiery cellar
returning to  the barbers terrified patron runs out of the shop while still wearing his a full face of shaving cream"
action,"sasha walks through his life leaving a bloody trace behind him he is chased after but evil be to the pursuer who will manage to draw up with him the older he grows the more he becomes a rectification tool against injustice the more appalling is a crime the more dreadful is his punishment shocking and unfathomable events slash the tissue of presentday reality
gradually sasha becomes too dangerous to live among people and one day the entire world revolts against him he possesses a supernatural power enabling him to destroy everything on his way she makes her sudden appearance on his way ignorant of his supernatural powers she falls in love with him"
