Genre,Plot
drama,"Dr. Reuben lives alone with his dog at the medical clinic in a small Mexican town. He drinks excessively and blames himself for the death of his wife and baby in childbirth. He refuses to treat Maria, who likely needs a Caesarean section. Maria's husband, Pancho, works for a nearby construction crew. Pancho's co-worker Fortunato complains that his cat has been acting unusual. The cat bites Reuben's dog. The dog later bites Reuben.
A supply truck brings a group of women into town as ""entertainment"" for the workers. One of them, Perla, is attracted to Reuben, but he shows no interest. The next morning the women leave town, but Reuben finds Perla asleep on his examination table. It will be ten days before Perla can leave on the next supply truck.
Fortunato is brought into town by his fellow workers to see Reuben. He is delirious, restrained by ropes, foaming at the mouth. Reuben concludes the man has rabies and cannot be cured. Fortunato dies that evening. Ten days later, Perla plans to leave, but makes one last effort to befriend Reuben who, again, rebuffs her. He explains that he blames himself, not her, for his sour attitude. He offers her a sack of fruit and bids her goodbye.
Pancho arrives in a horse-drawn cart and tells Reuben that Maria is having contractions. Reuben follows Pancho in his Jeep. On the way, Reuben's dog rabidly attacks Pancho's horse. Reuben shoots the dog and realizes he himself must be infected. Counting the days back to the dog's bite, he now has only 48 hours to be treated for rabies before it is too late. Pancho grabs Reuben's gun and threatens to shoot him if he doesn't first attend to his wife. Reuben drives off.
Haunted by the memory and guilt of his pregnant wife's death, Reuben reverses course and successfully delivers Pancho and Maria's child. His time frame for treatment is now 36 hours. Pancho volunteers to escort Reuben to the hospital in Buenavista, leaving Maria and the baby. The construction workers learn of Reuben's predicament and phone ahead for an ambulance to intercept them. The pair encounter various problems along the way including collapse of a narrow bridge, an overheated radiator, and running low on fuel. They find some gasoline at a roadside station where they see Perla. Perla joins them over Reuben's objections. The Jeep runs out of fuel and the threesome set out on foot toward a shortcut over the mountains leading to the highway.
By nightfall, the ambulance locates the abandoned Jeep. Reuben, Perla and Pancho camp for the night. Reuben almost kisses Perla but pushes her away mindful that he is contagious. Perla chides Reuben for blaming himself for the death of his wife and child. She tells him it was just their time to die, and he should think about living. The next day, they cross the rugged, hot desert before finding a pond with a waterfall. Reuben appears to be sensitive to light and sound, symptoms of rabies; but, when he stoops to drink the water, Perla and Pancho infer that he has not yet contracted rabies, which also includes fear of water.
The three make it to the highway where they hijack a school bus at gunpoint. Pancho reveals Reuben's condition to the driver and the children. Perla tells Reuben he will be cured, but she won't be cured of him. Reuben tells Perla she opened his eyes the night before about life; and, she should open hers too by making something of herself. The children taunt Reuben and the driver runs the bus off the road and orders the children out. The driver agrees to take the three to Buenavista and return for the children, but the bus breaks down after travelling only a few yards.
The children help push the bus up an incline over which the bus is able to coast almost all the way into the city before stopping again. With the town close in sight, the threesome run the rest of the way. Reuben smiles as he anticipates his survival."
action,"Aakash Rana (Ajay Devgn) is an illegal immigrant married to British citizen Nikita (Kangana Ranaut) living as a successful engineer. He is eventually caught and deported from the UK thus crushing his dreams of an ideal life.
Four years later, Aakash returns with vengeance on his mind and teams up with his former employees Aadil Khan (Zayed Khan) and Megha (Sameera Reddy) to wreak some havoc. What follows is a bomb threat on a train and a tense railway control officer Sanjay Raina (Boman Irani) and anti-terrorism officer Arjun Khanna (Anil Kapoor) trying every trick in the book to avert the disaster and to apprehend the culprits. Sanjay Raina tries his best to save his daughter Piya (Avika Gor) and the passengers in the train who are thrown in the mix are police officer Shivan Menon (Mohanlal) and his team of cops, who are escorting a prisoner on the same ill-fated train. Aakash demands 10 million euros to tell them how to disarm the bomb. The ministry does not want to give the money, but Khanna convinces them that the money will be given back and is a way to lure the terrorists.
After following Aakash's instructions and dropping the money in a river, he walks away. Meghna gets the money and tries to get away. She evades the cops after a vicious chase but unfortunately she is killed by a van in an intersection. Khanna finds out that Khan is one of the bombers and chases him. Khan is shot in the leg, but he gets away after jumping from the bridge and landing on a jet ski driven by Aakash. Aakash once again demands money and asks it to be left in a dustbin. The dustbin falls inward and Aakash runs away with the money even though the police attempt to pursue him.
Khanna and his team find out where Aadil is and go to arrest him. Aadil commits suicide with a bomb almost killing Khanna. Aakash calls Raina and tells him that a note has been left at a restaurant called Delhi Darbar that tells how to defuse the bomb. However, the restaurant catches on fire and the letter is burnt. Aakash visits Nikita and his son and they arrange to flight out of the UK that night. Khanna visits Nikita and tells who her husband is. After changing the plan (that they should leave UK via train because the police has found out about his plan of leaving via plane), he goes to the train station. There he sees a video of Raina asking the bomber to call again as the letter was burnt.
Aakash calls Raina and tells him that the bomb was not connected to the wheels and the train will not explode if stopped. Raina stops the train, and everyone disembarks safely. Nikita who is helping Khanna now, goes to the train station and sees Aakash and the news that the bomb threat was a hoax. She lets Aakash go, but Khanna finds out as Aakash's son calls him Daddy. Khanna chases him and they fight. Aakash pleas to Khanna to let him go and explains why he took such drastic actions. Realizing that Aakash was a victim of deportation and wants to just be with his family again at peace, Khanna stays silent (hinting he will let him leave scot free). However, the police arrive; after seeing that Aakash had a gun, they shoot him.
In the end, Nikita receives a letter Aakash had written. It stated that the money (which Aakash asked for defusing the bomb) was in Aakash's bank locker. He also states that she should give half the money to Megha's brother and Adil's mother. He asks her to tell his son that what he did was to get justice. Finally, Aakash tells Nikita that if they ever meet in the next life, the end of their love story would be much better and bids her goodbye."
action,"A scientist creates a diamond that can focus the sun's rays to burn through anything. He hides the diamond in a necklace. Khan (Kader Khan), in a bid to get the diamond, kills the scientist. The scientist's karate-learning sons, Desh (Deb) and Vijay (Mithun), are separated from each other and their mother. Vijay grows up with his karate instructor while Desh is reared at a gypsy camp where he befriends Imran (Mazhar). Khan tracks down the karate instructor who kills himself before Khan could torture him for information about the scientist's missing sons and the necklace. The dying instructor gives the necklace to Vijay, who later gives it to his girlfriend Aarti (Yogita), who is the instructor's daughter for safekeeping. Vijay and Aarti raid Khan's illegal godowns and kill many of his men. Desh and Imran have grown up to be master thieves and pickpockets. Khan goes to Aarti's house to kill her and steal the necklace. Aarti jumps out the window using a rope ladder. However, she loses the necklace, which is found by Desh, who is attempting a burglary in the same building. Desh realizes that it is his mother's necklace where his father has hidden the priceless diamond. Khan and his henchman see him stealing the necklace and raid his house while Vijay arrives to save Aarti. Khan and his henchmen and well as Vijay try to snatch the necklace from Desh, but he escapes and disguises himself as a groom and enters a wedding ceremony. By mistake, Desh gets married to Geeta (Kajal), but refuses to acknowledge her as his wife and leaves before even looking at her face. While escaping with the necklace, he is chased by the Police and Vijay, who shoots him. Injured, he seeks asylum at a house which happens to belong to his mother. Khan's henchman try to kill Desh, who is saved by Geeta. Geeta and Desh escape on a train. The villains also enter the train and Desh beats them up and escapes again. Desh takes Geeta to the gypsy camp where she fights with Zora, who is also in love with Desh. Vijay attacks Desh at the gypsy camp, but Imran saves him. Geeta tells Desh that she is the same girl he got married to and Desh acknowledges her as his wife. Khan comes to know that Desh is the lost elder son of the scientist. He learns that Desh loves Imran like his brother and kills Imran in circumstances where Vijay becomes the suspect. Khan also Kills Aarti and Vijay suspects Desh for the murder. Both brothers are after each other's lives. While fighting over the necklace, they realize they are brothers and Khan has killed Imran and Aarti. Desh and Vijay join hands are decide to avenge their father by killing Khan. Khan organizes a Karate competition and invites the world's most renowned Karate fighters and pays them to kill the 2 brothers. During the competition the 2 brothers kill all the fighters and Khan and reunite with their mother."
horror,"The film begins in 1944, Switzerland, taking place after the events of Puppet Master III: Toulon's Revenge. Toulon and his little friends are still on the run, and decide to hide in the Kolewige, an inn 4 miles from the Swiss border. Blade finds the wooden head of an old puppet named Cyclops in their trunk, and when Toulon sees it, he then tells his puppets the adventures with the woman he loves, and his retro puppets, starting in Cairo, Egypt, in 1902.
A 3,000-year-old Egyptian sorcerer, named Afzel, has stolen the secret of life, and is fleeing the servants of an evil Egyptian god, named Sutekh. Two servants, imbued with magical power from Sutekh, attack him, but are killed easily by Afzel and his own magical power. After dispatching the two servants he begins his journey to Paris.
Meanwhile, Sutekh has given life to three of his oldest servants—Egyptian mummies. After they rise from their chamber they too begin to pursue Afzel. Cut to Paris, where a young André Toulon is putting on a puppet show of Dante's Divine Comedy. Watching from the crowd is Elsa, who has left her cold-hearted abusive ambassador father and harmless mother to view the wonders of the country and has decided to see the play. In the sewers nearby the three mummies have hired two thugs to kill Afzel. The thugs are necessary since Afzel has the power to sense the coming of the mummies.
Afzel is beaten brutally until Elsa, leaving the theater, sees them and cries for help. The thugs then scatter, leaving Toulon and Elsa to pick Afzel up and bring him inside. Later, when he stirs from his sleep, he talks with Toulon and reveals that he knows the secret of life, and it's the only thing that can protect humankind when the elder gods rise up in 100-1,000 years, and needs to pass it on to Toulon. Toulon is skeptical until Afzel begins to make the puppets move. Now Toulon realizes he is genuine and begins to learn his powers. Then Afzel starts to make the puppets draw a barrier that's supposed to protect him if the servants come back.
While stepping outside for a brief moment, Toulon begins to talk to a beggar who has sat on the steps since the beginning of the movie. However, he is dead, and when Andre becomes aware of this he begins to mourn. Afzel tells him to bring him inside to teach him the true secret of life. After bringing him inside they use a ring to transfer the soul of the beggar to the puppet, ""Pinhead"". The puppet starts to move but, after a few questions the puppet runs away into the theater. Later on, Elsa returns to talk to Toulon, until her father's rude servants come by, and they take Elsa and Toulon back to her house, and after Toulon talks to the father, he gets knocked out, and is then thrown into the woods.
The next day, back at the theater, Valentin storms in as the barrier written on paper falls off the wall. The three mummies see their chance to attack and begin their rampage through the theater. Valentin finishes repairing the door as two of the mummies break in and kill him. Vigo runs backstage to Duval and Latour and falls dead. Duval stabs the lead mummy in his hand as the mummy kills him with his other hand. Latuor gets out a gun and shoots the lead mummy three times as the other mummy comes in through the back door and all three of them use their magic to kill him. Afzel appears and says Sutekh shall not claim his life, and kills himself with his own magic. Satisfied with victory, the mummies begin to leave. Once Toulon returns from the woods, he sees what has happened and acts quickly by putting their souls inside his puppets.
The men return, having sensed someone with the knowledge of the secret of life, and try to kill Toulon. His puppets, however, kill one of the mummies with Six-Shooter by shooting the chandelier chains, causing it to crush the servant. The two henchmen retreat in order to plot the capture of Elsa to lure Toulon into a trap.
Feeling that he had won the battle, André and his puppets go to a train station to leave Paris to Kara, Togo before things start to get bad, not realizing they had already begun. The servants killed her parents, the guards and capture Elsa, and then send a dream to Toulon that shows Elsa tied up, and a train. Knowing the meaning, he quickly changes trains to Merca, Somalia and gets his puppets ready for the showdown. When the train leaves, André looks around, having released his puppets and letting them follow him throughout the train, until finally coming to the last car and finding Elsa tied up like in his dream. The two men appear and ask for the secret of life. André displays the scroll where the secret is written and asks, ""How do you know I haven't copied it?"" to which the leader states he did not have enough time to do so, but still is doubtful he hadn't. André, noticing he is distracted, attacks the leader while his puppets attack the other. A large struggle breaks out, and the other henchman is killed with the final leader of the three being thrown from the car. Freeing Elsa, the group rides away in the train, beginning their adventure. After telling the story, the puppets wonder what happened to the other puppets. Andre tells them that's another story, which he will tell them in the future."
drama,"Early one morning, a taxi pulls up at Tiffany & Co. on Fifth Avenue in New York City, from which elegantly dressed Holly Golightly (Audrey Hepburn) emerges carrying a paper bag with her breakfast. After looking into the shop's windows while eating her bun and sipping her coffee, she strolls home. Outside her apartment, she fends off Sid Arbuck (Claude Stroud), her date from the disastrous night before. Inside the apartment building, Holly can't find her keys so she buzzes her landlord, Mr. Yunioshi (Mickey Rooney), who begrudgingly lets her in. Later, she is awakened by new neighbor Paul Varjak (George Peppard), who rings her doorbell to get into the building. The pair chat as she dresses to leave for her weekly visit to Sally Tomato (Alan Reed), a mobster incarcerated at Sing Sing prison. Tomato's lawyer pays her $100 a week to deliver ""the weather report"".
As she is leaving for Sing Sing, Holly is introduced to Paul's ""decorator"", wealthy older woman Emily Eustace Failenson (Patricia Neal), whom Paul nicknames ""2E"". That night, Holly goes out onto the fire escape to elude an over-eager date (Mel Blanc). She peeks into Paul's apartment and sees 2E leaving money and kissing Paul goodbye. After 2E leaves, Holly enters Paul's apartment and learns he is a writer who has not had anything published since a book of vignettes five years before. Holly, in turn, explains she is trying to save money to support her brother Fred. The pair fall asleep, but are awakened when Holly has a nightmare about Fred. When Paul questions her about this, Holly chides him for prying and leaves. She later buys Paul a typewriter ribbon to apologize and invites him to a lively party at her apartment. There, Paul meets her Hollywood agent, O. J. Berman (Martin Balsam), who describes Holly's transformation from country girl into Manhattan socialite. He is also introduced to José da Silva Pereira (José Luis de Vilallonga), a wealthy Brazilian politician, and Rusty Trawler (Stanley Adams), the ""ninth richest man in America under 50"".
In the days that follow, Paul and Holly become closer. The next day, 2E enters Paul's apartment, worried she is being followed. Paul tells her he will investigate and eventually confronts Doc Golightly (Buddy Ebsen), Holly's estranged husband. Doc explains Holly's real name is Lula Mae Barnes and that they were married when she was 14. He wants to take her back to rural Texas, as her brother Fred will be returning in a few months after Army service. After Paul reunites Holly and Doc, she tells Paul the marriage was annulled. At the Greyhound bus station, she tells Doc she will not return to Texas with him and Doc leaves town broken-hearted.
After drinking at a club, Paul and Holly return to her apartment, where she drunkenly tells him she plans to marry Trawler for his money. A few days later, Paul learns one of his short stories will be published. On the way to tell Holly, he sees a newspaper headline stating Trawler has married someone else. Holly and Paul agree to spend the day together, taking turns doing things each has never done before, including visiting the library. At Tiffany's, Paul has the ring from Doc Golightly's box of Cracker Jack engraved as a present for Holly. After spending the night together, he awakens to find her gone. When 2E arrives, Paul ends their relationship. She calmly accepts, having earlier concluded he and some other woman are in love.
Holly schemes to marry José for his money, which angers Paul. After Holly receives a telegram notifying her of Fred's death, she trashes her apartment. Months later, Paul has moved out. He is invited to dinner by Holly, who is leaving the next morning for Brazil to continue her relationship with José. However, they are arrested in connection with Sally Tomato's drug ring, and Holly spends the night in jail.
The next morning, Holly is released on bail and finds Paul waiting, and they take a cab. He has her cat and a letter from José explaining he must end their relationship due to her arrest. Holly insists she will go to Brazil anyway, asks the cab to pull over, and releases the cat into the rain. Paul confronts Holly about his love and her behavior, then gets out of the cab in the pouring rain and leaves, tossing the engraved Cracker Jack ring into her lap and telling her to examine her life. She goes through a decision making moment, puts on the ring, and runs after Paul, who has gone looking for the cat. She searches the alley and finally finds the cat. Paul and Holly stand in the rain, and with the cat tucked into Holly's coat, look into each other's eyes and share a kiss."
drama,"The film is about two couples: Jack (Pollack) and Sally (Davis), and Gabe (Allen) and Judy (Farrow). The film starts when Jack and Sally arrive at Gabe and Judy's apartment and announce their separation. Gabe is shocked, but Judy takes the news personally and is very hurt. Still confused, they go out for dinner at a Chinese restaurant.
A few weeks later Sally goes to the apartment of a colleague. They plan to go out together to the opera and then to dinner. Sally asks if she can use his phone, and calls Jack. Learning from him that he has met someone, she accuses him of having had an affair during their marriage.
Judy and Gabe are introduced to Jack's new girlfriend, Sam, an aerobics trainer. While Judy and Sam shop, Gabe calls Jack's new girlfriend a ""cocktail waitress"" and tells him that he is crazy for leaving Sally for her. About a week later, Judy introduces Sally to Michael (Neeson), Judy's magazine colleague who she clearly is interested in herself. Michael asks Sally out, and they begin dating; Michael is smitten, but Sally is dissatisfied with the relationship.
Meanwhile, Gabe has developed a friendship with a young student of his, Rain, and has her read the manuscript of his novel. She comments on its brilliance, but has several criticisms, to which Gabe reacts defensively.
At a party, Jack learns from a friend that Sally is seeing someone, and flies into a jealous rage. He and Sam break up after an intense argument, and Jack drives back to his house to find Sally in bed with Michael. He asks Sally to give their marriage another chance, but she tells him to leave.
Less than two weeks later, however, Jack and Sally are back together and the couple meet Judy and Gabe for dinner like old times. After dinner, Judy and Gabe get into an argument about her not sharing her poetry. After Gabe makes a failed pass at her, Judy tells him she thinks the relationship is over; a week later Gabe moves out. Judy begins seeing Michael.
Gabe goes to Rain's 21st birthday party, and gives her a music box as a present. She asks him to kiss her, and though the two share a romantic moment, Gabe tells her they should not pursue it any further. As he walks home in the rain, he realizes that he has ruined his relationship with Judy.
Michael tells Judy he needs time alone, then says he can't help still having feelings for Sally. Angry and hurt, Judy walks out into the rain. Highlighting her ""passive aggressiveness,"" Michael follows and begs her to stay with him. A year and a half later they marry.
At the end, the audience sees a pensive Jack and Sally back together. Jack and Sally admit their marital problems still exist (her frigidity is not solved), but they find they accept their problems as simply the price they have to pay to remain together.
Gabe is living alone because he says he is not dating for the time being, as he does not want to hurt anyone. The film ends with an immediate cut to black after Gabe asks the unseen documentary crew, ""Can I go? Is this over?"""
drama,"A death row inmate has one final request before his impending hanging: he wants to spend the night with a woman. The police bring him a suicidal prostitute. After a night of lovemaking, the two are married by the prison chaplain. Just before going to the gallows, he describes a dream he had where the rope breaks during the hanging, the death bell rings, and he is freed. As he prays for his miracle the death bell tolls and the film fades to black."
action,"An American professor travels to Istanbul to find a mysterious century-old chest built by Sultan Abdülhamid II, which he believes is relevant to the present political power games over oil. His search leads him discover long-forgotten underground cloisters at Topkapı Palace, now the Topkapı Museum, where he confronts a patriotic museum curator and the Turkish intelligence. Conspiracies going back to the Gulf Wars, the Iran-Iraq War, World War I, and as far as the final years of the Ottoman Empire are revealed in the course of his investigation."
drama,"The film begins in June 1941 in the backwater village of Tikhoe in Latvia. Priest Alexander carries out the duties of his ministry, helped by his wife, Alevtina. Two days later the Nazi invaders enter the village. The Nazi invaders are keen to reopen the Orthodox churches closed by the Soviet authorities. Alexander is offered a mission to the Pskov oblast. An Orthodox church building, confiscated and turned into a hall for film showings and the like, is restored to its former use, the church bell rescued from the lake etc. However life under the Nazis is ambiguous and the priest must walk a tightrope (metaphorically) between faithful Christian service and loyalty to his country and people. A poignant scene is the Easter service, celebrated along with Red Army POWs surrounded by German guards. Alexander and Alevtina also harbour Jewish orphans. Alevtina falls ill from contact with the POWs and puts the children first by losing herself in a snowstorm lest she infect the orphans. The plot concludes with the Soviet authorities back in power and the priest imprisoned by the NKVD. The epilogue shows the priest decades later, visited by the orphans he saved many years before."
action,"Arthur Bishop (Charles Bronson) is a ""mechanic""—a top hit man (assassin). He works exclusively for a secret international organization, which has very strict rules. Bishop is very sophisticated, as he regularly listens to classical music, has an art collection, and is a connoisseur of fine wines. However, he is forced to live alone - he cannot show emotions or trust people. Bishop is under constant emotional pressure, so much so that he is prescribed medication for depression, and one day he is temporarily hospitalized when he loses consciousness as a result of the stress. Bishop pays a call girl (Jill Ireland to have a simulated romantic (social and sexual) relationship, including her writing him fake love letters.
When Bishop is assigned one of the organization's heads, ""Big Harry"" McKenna (Keenan Wynn), he shoots at Big Harry, while making him think that the shots are being fired by a hidden sniper. Harry, who Bishop knows has a weak heart, runs up a steep incline, which triggers a heart attack. Bishop then finishes Harry off by smothering him.
At Big Harry's funeral, Bishop again runs into Harry's narcissistic, ruthless and ambitious son Steve (Jan-Michael Vincent). Steve is intrigued by Bishop and seeks to find out more about him. Bishop is also intrigued, as he realizes that Steve has a personality suited for being a hit man, and plays along. As part of his training, Bishop teaches Steve that ""every person has a weakness, and that once this weakness is found, the target is easy to kill."" But Bishop failed to get his superiors' prior consent for the arrangement. Following a messy assassination conducted by Bishop and Steve, the organization warns Bishop that his irresponsible choice to involve Steve has been interpreted as selfish behavior.
The organization then gives Bishop an urgent mission, this time in Italy. Once again, Bishop involves Steve in the new plan, but just before they leave Bishop happens to find among Steve's belongings a file containing a lot of information about Bishop. This file is very similar to the files Bishop prepared for his targets. Nevertheless, Bishop allows Steve to go with him to Italy.
In Italy, Bishop and Steve approach a boat where their intended victim is supposed to be, but it becomes apparent that this was a trap and they are the real targets. Bishop and Steve are ambushed, but they manage to kill all their would-be assassins.
His apprenticeship apparently complete, Steve shares a celebratory bottle of wine with Bishop, having coated the latter's glass with brucine, a colorless and deadly alkaloid. When Bishop realizes that he has been poisoned, he asks Steve if it was because Bishop had killed Steve's father. Steve responds that he had not realized his father was murdered. Steve taunts Bishop, saying ""you told me that everyone has a jelly spot--yours was that you couldn't cut it alone."" Steve goes on to reveal that he was not acting on orders to kill Bishop.
Steve returns to Bishop's home to pick up the Ford Mustang he had left there. He finds a note affixed to the rear-view mirror, which reads: ""Steve, if you read this it means I didn't make it back. It also means you've broken a filament controlling a 13-second delay trigger. End of game. Bang! You're dead."" As Steve frantically reaches for the door handle, the car explodes."
drama,"Greece's Ionian Islands are invaded by the Italian army when it brings a large garrison and a few Germans to the tranquil island of Cephalonia, whose inhabitants surrender immediately. Captain Antonio Corelli, an officer of the Italian 33rd Acqui Infantry Division, has a jovial personality and a passion for the mandolin, and trains his battery of men, (who have never fired a shot), to choral sing. Initially he alienates a number of villagers, including Pelagia, the daughter of the village doctor. She is an educated and strong-willed woman. At first offended by the Italian soldier's behaviour, she slowly warms to Corelli's charm, and mandolin playing, as they are forced to share her father's home after the doctor agrees to put him up in exchange for medical supplies.
When Pelagia's fiancé, Mandras, a local fisherman, heads off to war on the mainland, the friendship between Antonio and Pelagia grows. Her beauty and intelligence have captured Corelli's heart, and his fondness for the village's vibrant community has caused him to question his reasons for fighting. Corelli, and his battery of musical troops, becomes a part of the villagers' lives; but the moment is fleeting. As the war grows closer, Antonio and Pelagia are forced to choose between their allegiances and the love they feel for one another.
The Italian government surrenders to the Allies, and the Italian troops happily prepare to return home. However, their erstwhile allies, the Germans, insist on disarming them, intemperately and violently. The Greeks are also exposed to the brutality of the incoming Germans, and arrange with the Italians to use their arms in a brief but futile resistance. For this, the German High Command has thousands of the Italian troops shot as traitors. Corelli survives when one of his soldiers shields him from the fusillade of the German executioners' bullets with his body, and falls dead on top of him. Mandras finds Corelli, still alive among the pile of massacred soldiers, and takes him to Pelagia and the doctor for treatment and recovery, and then to a boat to escape the island. As a result of Pelagia's questioning, Mandras admits that he rescued Corelli from the heap of dead soldiers because he wanted to re-kindle their love. But it does no good and the couple part. Earlier, on one of Mandras's return visits to Cephallonia, he advises Pelagia that the reason he never replied to her many love letters is because he is illiterate.
In 1947, Pelagia receives a parcel from Italy containing a record of the tune Corelli wrote for her, but no note. An earthquake destroys much of the village including the doctor's house; but island life continues, and, soon after, Corelli returns to Pelagia."
comedy,"Having recently taken over the role of Entertainments Officer at an army camp, the army chaplain Captain William Paris (Sim) is disheartened so few of the troops turn out for an evening of classical music. He visits a local pub and finds the place packed with soldiers, including his own driver. He then resolves to try and secure something more entertaining for the troops and decides to copy the idea of a brains trust, as in a popular BBC radio programme, where panellists answer questions from the audience.
With the help of Lady Dodds, Paris manages to gather together a group of local notables, who all swiftly prove to be mildly eccentric. The group includes the opinionated Professor Mutch, who is a popular radio personality on BBC radio, and his friend the oil painter George Prout and his wife Angela. Upon arriving at their house, Paris interrupts Mutch and Mrs Prout who are about to embrace. Then meeting Mr Prout, he soon finds him a cold man who verbally abuses his wife. The 'brains trust' panel is rounded out by the hard-of-hearing Doctor McAdam and the chippy local Labour MP Joseph Byres.
With the help of his secretary, Private Jessie Killigrew, the chaplain manages to organise the event. The hall is relatively well filled. Trying to avoid anything controversial, Paris forbids any discussion of politics or religion and begins with some innocuous questions about cows chasing after trains and if the Moon is inhabited. Things soon become heated when the MP takes offence at comments directed at him and threatens to start a fight. Having only just averted this, a question about marriage from Killigrew reveals the fragility of the Prouts' marriage. Fearing any controversy, Paris quickly announces that it is time for the interval.
As word spreads around the camp of the goings-on, the second half begins with the room completely packed. Paris tries to steer the debate back to harmless questions about bluebottles, but Killigrew interrupts and demands an answer to her earlier question about marriage. As the Prouts begin arguing once again, Mrs Prout admits that the Professor is her ""lover"". At this, the whole event threatens to descend into anarchy despite Paris' attempts to maintain order. Desperate to restore a sense of propriety, he draws the proceedings to a close, and announces that next week they will return to classical music with a string quartet. A soldier stands up and thanks the chaplain for providing such entertainment and asking if the 'brains trust' can be made a regular feature, to rapturous applause.
Worried about Mr Prout, who has disappeared and has been drinking heavily, the others follow him back to his house, where they mistakenly come to believe that he is going to throw himself over the cliffs, whereas he is merely planning a bit of quiet painting. Meanwhile, the Professor has revealed himself to be an inherently selfish man, while Mr Prout is suddenly far more reasonable. He and Mrs Prout soon resolve their differences, and he tries to be a little more considerate to her.
The film ends with the string quartet playing once more and Paris sitting in an almost empty theatre."
action,"An elderly Malaysian man suddenly goes ballistic and kills several Indian officers in a span of five minutes at the Indian Embassy in Kuala Lumpur, Malaysia, before collapsing. A tattoo of a love symbol is present at the back of his neck, leading RAW officials to conclude that it is the handiwork of a criminal scientist named Love, whose identity and whereabouts are unknown to anyone except Akhilan Vinod (Vikram), a suspended RAW agent whose wife Meera George (Nayantara), a leading computer analyst at RAW, was killed by Love four years ago. RAW chief Malik (Nassar) tracks down Akhilan and convinces him to join the investigation. On viewing the video footage of the attack, Akhilan comes to the conclusion that the elderly Malaysian man had taken a mysterious performance-enhancing drug which allowed him to attack the Indian officials and decides to investigate the matter further in Malaysia. Since Akhilan is under suspension, Malik assigns him as a deputy to a junior RAW agent Aayushi (Nithya Menen), who is officially assigned to handle the case, and the two of them leave for Kuala Lumpur.
In Kuala Lumpur, Akhilan and Aayushi learn that the mysterious drug is inhaled using an asthma inhaler. Further investigations lead them to Peter (Karunakaran), a scientist who is on Love's payroll. Peter turns approver and tells them about the drug, which is called ""Speed"". The drug causes a person who inhales it to have extraordinary strength for five minutes before falling unconscious, and if the person inhales the drug again within a few hours, he/she will suffer a massive heart attack. Peter also reveals that a shipment of Speed inhalers is to be dispatched to Love within the next fifteen minutes. Akhilan and Aayushi pursue the lorry carrying the inhalers. But a lorry driver inhales Speed and subdue the duo, who are then taken to Love's hideout. As Akhilan moves to arrest Love (Vikram), who turns out to be transgender, he is knocked out by none other than Meera, who is shockingly still alive, has been working for Love as a computer hacker, and now goes by the name of Rosy. It is then revealed that Meera suffers from retrograde amnesia after being shot in the head four years ago and that Love took advantage of her situation to employ her as a computer hacker. She has no mind of her own, following whatever Love says. However, when Love orders her to kill Akhilan and Aayushi, she instead points the gun at Love, and calls the police, who arrest Love. Meera then reveals that she had been forced to take Speed by Love to work faster, but the drug caused her old memories, including those with Akhilan, to return, and she soon regained her full memory after continuous use of the drug.
Love manages to obtain a Speed inhaler while in custody and inhales it, helping her to escape and destroy the entire police station, killing everyone present including Aayushi. Akhilan finds out that Love had made a satellite call to Chang, the Transport Minister of Malaysia who had allowed Love to send shipments of Speed inhalers to India to perpetrate terror attacks there in return for money. He rushes to the hospital where Chang is admitted and interrogates him. During the interrogation, Love sneaks into the hospital and hiding in the AC vent, sprays a neurotoxic gas in Chang's room, causing Akhilan and Chang to get paralysed. She then kills Chang and puts the knife on Akhilan's hand, framing him as Chang's assassin. Now a wanted criminal, Akhilan, despite being paralysed, somehow manages to escape from the hospital and the Malaysian police.
Akhilan and Meera then decide to finish off Love once and for all using Love's kill switch activation device which had been restored and hidden by Aayushi before she was killed. However, as the device can only be opened with Love's fingerprint, they plan on obtaining her fingerprint. They sneak into an illegal airfield owned by Chang, where Love is planning to leave for India with the shipments of Speed inhalers. Akhilan inhales Speed and fights Love, who has also inhaled Speed, and manages to get her fingerprint before collapsing after the drug's effect wears off. On regaining consciousness, he finds out that Love has already left for India. He then uses the fingerprints to open the kill switch activation device, deactivates Meera's kill switch and kills all of Love's henchmen, including those piloting the plane. The plane crashes into a remote jungle, killing Love, destroying the Speed shipments and thus averting a major terrorist attack.
One month later, Akhilan and Meera are seen enjoying a holiday cruise sponsored by the Government of Malaysia as a reward for killing Love. After discussing their future plans, Akhilan reveals he has kept a Speed inhaler and inhales it."
drama,"After years of abusing his Austrian immigrant wife Sarah Storm, Jim Grey, a vaudeville entertainer, disappears with their young son Bobby. He eventually sells Bobby to a wealthy couple, the Ashmores. They refuse to return the boy and attempt to return in his stead the deaf mute son of one of their servants. Bobby, unhappy with the too protective Ashmores, runs away to live with his uncle Howard Vanning, a successful attorney. Years later, Sarah has become an internationally famous opera singer being courted by Howard, who engineers an encounter."
action,"Chang Yi and his sister, Hon Seung Kam, live on their farm with their blind mother Wang Li. Their father was murdered by Wong Tung Shung. Seeking revenge when he learns his father's killer has returned, he finds himself arrested at attempting to avenge his father's death. Informing the officer who arrested him they join forces and finally bring the evil warlord to justice in an expensive fruit battle."
